cc_num,year,month,HOM_tag,HOM_total,HOM_entertainment,HOM_entertainment_freq,HOM_food_dining,HOM_food_dining_freq,HOM_gas_transport,HOM_gas_transport_freq,HOM_grocery_net,HOM_grocery_net_freq,HOM_grocery_pos,HOM_grocery_pos_freq,HOM_health_fitness,HOM_health_fitness_freq,HOM_home,HOM_home_freq,HOM_kids_pets,HOM_kids_pets_freq,HOM_misc_net,HOM_misc_net_freq,HOM_misc_pos,HOM_misc_pos_freq,HOM_personal_care,HOM_personal_care_freq,HOM_shopping_net,HOM_shopping_net_freq,HOM_shopping_pos,HOM_shopping_pos_freq,HOM_travel,HOM_travel_freq,next_HOM_total,dob,gender,job
2703186189652095,2019,6,1,9457.06,1192.42,7,515.46,7,158.14999999999995,2,158.57999999999996,2,1240.8000000000004,6,338.09,6,680.31,10,356.12,4,97.46,3,631.57,8,330.83,8,529.14,6,3212.84,11,15.29,3,5361.169999999999,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,6,2,5361.169999999999,8.93,1,242.02,3,62.45,1,214.44,4,1376.9900000000002,7,376.62,7,352.51,4,227.67,7,604.27,1,48.87000000000001,3,246.33,6,1418.12,8,160.48999999999995,8,21.46,3,7623.239999999999,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,7,1,7623.239999999999,429.4,5,234.32,5,68.4,1,370.3,5,1938.9400000000005,9,194.5,2,656.55,8,272.62000000000006,5,310.13,5,377.70000000000016,4,351.11,8,323.44,9,2084.92,10,10.91,2,5200.66,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,7,2,5200.66,308.73,5,337.65,6,183.77,3,170.86,3,954.59,5,207.73,2,471.13,9,740.25,10,144.89,2,360.54,2,701.4699999999997,9,495.68000000000006,4,117.86,10,5.51,1,5527.199999999999,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,8,1,5527.199999999999,120.8,1,48.65000000000001,2,195.88,3,313.48,6,904.33,5,284.69,4,378.8,4,282.18,4,0.0,0,589.97,6,403.78,8,283.04,5,1707.8599999999994,10,13.739999999999998,3,6526.829999999999,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,8,2,6526.829999999999,355.93,5,306.3,5,48.04,1,130.76,3,1834.47,9,378.82,7,341.54,6,296.0200000000001,6,74.94,4,583.8600000000001,6,251.54,7,466.77,10,1444.2400000000002,8,13.6,3,4198.83,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,9,1,4198.83,70.14,2,866.64,13,0.0,0,55.34,1,411.81,2,49.96,1,501.53000000000014,8,148.71,3,93.27,2,44.6,2,339.74000000000007,6,519.63,5,259.48,5,837.9799999999997,2,6093.42,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,9,2,6093.42,665.95,6,453.95,5,0.0,0,53.0,1,991.25,5,225.8,4,76.61,3,260.96,3,412.82,4,147.46,3,124.17,3,1018.81,5,1662.64,9,0.0,0,3419.5799999999986,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,10,1,3419.5799999999986,469.6,7,158.87,3,0.0,0,345.32,6,1197.16,6,0.0,0,97.12,1,282.33,5,250.8,6,250.08,2,7.27,1,148.27999999999997,5,202.75,4,10.000000000000002,3,3360.9599999999987,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,10,2,3360.9599999999987,510.26,3,142.4,4,142.89999999999995,3,156.14,4,1040.0700000000004,5,137.49,3,382.73,7,203.95,5,31.84,1,64.99,1,224.3,6,45.25,5,278.64000000000004,6,0.0,0,4368.57,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,11,1,4368.57,428.27,5,171.76,4,0.0,0,117.91,2,1016.03,5,27.93,1,533.38,7,322.01,7,205.07,2,133.32,3,126.86,3,24.01,3,1255.55,7,6.47,1,4921.38,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,11,2,4921.38,1201.62,8,256.92,5,141.2,2,283.68,4,1223.84,6,127.18,1,287.64,6,389.8,8,133.76,2,692.5000000000001,8,69.92,3,26.88000000000001,4,76.49,7,9.95,1,7906.399999999998,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,12,1,7906.399999999998,546.5,7,456.05,9,258.96000000000004,4,620.3199999999998,10,2097.77,10,207.34,3,837.0899999999997,10,597.26,8,434.25,7,615.98,9,368.61,8,264.99,12,588.5600000000002,13,12.72,2,9154.700000000004,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2019,12,2,9154.700000000004,233.77,2,535.8299999999998,10,270.99,4,412.28,5,2598.939999999999,13,512.05,10,309.06,9,1248.5800000000004,15,432.06,4,690.47,10,528.37,9,802.3000000000003,9,565.5199999999999,7,14.48,2,2525.0799999999995,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,1,1,2525.0799999999995,57.64,1,157.68,4,0.0,0,194.75,3,639.69,3,43.38,3,118.16,3,98.51,2,414.88,2,143.18,1,30.79,3,75.22000000000001,5,541.31,5,9.89,1,3409.3,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,1,2,3409.3,46.36,2,253.25,2,55.77,1,173.74,3,578.43,3,20.54,1,256.46,4,686.4700000000001,9,315.95,3,229.15,3,50.27,1,415.67,4,313.89,5,13.35,2,5263.770000000001,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,2,1,5263.770000000001,430.21,3,72.91,1,156.8,2,36.49,1,769.86,4,384.84,3,387.75000000000006,5,138.97000000000003,3,0.0,0,255.02,2,420.01,5,823.11,6,1380.0100000000002,6,7.79,2,4441.040000000001,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,2,2,4441.040000000001,356.0,2,98.51,3,191.91,2,300.12,4,1453.1699999999994,7,0.0,0,194.95,4,467.98,5,95.12,1,152.31,1,159.5,3,971.47,7,0.0,0,0.0,0,6617.320000000002,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,3,1,6617.320000000002,554.74,2,105.46,2,320.54,4,203.19,4,1348.93,7,349.08,4,360.47,4,468.37,9,6.98,1,200.11,3,68.32,1,285.94000000000005,7,2344.13,7,1.06,1,5503.59,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,3,2,5503.59,614.8999999999999,5,160.59,3,72.33,1,252.54,3,1253.3799999999997,6,121.41,4,349.92,5,358.75,5,682.51,5,167.76000000000005,5,285.4600000000001,3,623.2,9,558.8299999999998,9,2.01,1,5936.870000000001,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,4,1,5936.870000000001,322.88,2,178.70999999999995,2,161.76999999999995,2,147.35000000000005,3,1086.4,5,237.91,4,649.63,5,315.7800000000001,5,922.93,4,621.59,5,358.58000000000015,5,819.8699999999999,6,113.47,4,0.0,0,5051.3899999999985,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,4,2,5051.3899999999985,316.13,3,353.66,3,113.23,1,312.8300000000001,6,975.08,5,156.42000000000004,2,188.03,5,334.9,3,328.25,5,167.32999999999996,4,226.48,3,1442.11,6,136.94,4,0.0,0,3457.08,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,5,1,3457.08,380.46,5,336.59,4,82.87,1,349.47,5,1172.44,6,211.59,3,298.58,8,79.45,2,39.87,1,33.68,1,139.54000000000002,2,12.9,2,319.64,10,0.0,0,4918.329999999999,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,5,2,4918.329999999999,376.28,4,121.24,3,223.46,3,304.6,4,1910.85,10,0.0,0,268.81,4,83.8,4,524.7,3,336.5200000000001,4,56.22,2,162.35,5,549.5,6,0.0,0,5113.99,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,6,1,5113.99,309.44,3,80.00999999999998,2,324.85,5,231.63,4,1193.27,6,287.26,4,429.72,8,584.73,6,32.05,2,415.34,2,275.49999999999994,6,391.3,7,551.18,9,7.71,1,7056.799999999997,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,6,2,7056.799999999997,545.31,4,116.76,3,200.3,3,175.91,4,1265.07,6,101.3,2,458.66000000000014,9,406.6700000000001,7,546.94,5,599.01,7,281.27,7,1954.95,8,404.65,6,0.0,0,5289.590000000001,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,7,1,5289.590000000001,146.29000000000005,4,356.1,5,81.45,1,310.98,5,847.95,4,167.14999999999995,4,704.9000000000003,11,267.72,6,86.25999999999998,5,72.62,2,442.37,8,1349.4399999999996,12,456.36,8,0.0,0,4715.42,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,7,2,4715.42,241.66,3,316.50000000000006,3,174.25,2,264.09,6,579.0,3,338.7100000000001,5,641.53,10,454.16,7,119.45,3,49.84,4,579.47,9,594.18,5,338.65,5,23.93,3,6895.049999999997,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,8,1,6895.049999999997,925.34,11,364.36,5,220.22,3,544.25,8,1453.88,7,282.88,5,411.49,5,202.46,3,350.64000000000016,2,220.08,4,555.32,7,239.94000000000003,7,1114.46,5,9.73,1,7098.399999999999,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,8,2,7098.399999999999,515.61,3,358.14,6,208.78,3,641.92,9,1457.25,7,130.01,3,538.14,4,202.1,6,486.91,3,277.71,3,121.74,4,429.64,7,1702.11,10,28.340000000000003,4,3767.67,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,9,1,3767.67,26.53,1,128.93,4,78.28,1,108.12,3,1051.16,5,50.69,2,401.1,5,189.45,3,386.58,4,403.1,5,46.21,2,483.87,6,395.51000000000016,7,18.14,3,4739.480000000001,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,9,2,4739.480000000001,111.65,1,447.35,6,156.42000000000004,2,185.58,3,1439.66,7,19.25,1,469.4,5,138.69,3,347.51,2,61.49,1,408.49,6,734.0100000000001,5,208.97000000000003,5,11.01,2,6797.95,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,10,1,6797.95,154.13,2,208.92,4,93.16,1,226.38,4,1240.75,6,151.69,1,309.7,6,547.11,9,56.02,3,1383.03,7,413.69,9,818.15,6,1165.65,9,29.57,3,4302.02,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,10,2,4302.02,191.84,3,204.69,5,135.48,2,145.11,2,785.54,4,309.67999999999995,4,64.72,2,357.53,3,267.58,4,872.55,5,215.14,6,458.48,4,282.72,6,10.96,2,4303.230000000001,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,11,1,4303.230000000001,537.6800000000002,6,222.84000000000003,5,352.95000000000016,5,412.68,7,811.02,4,313.55999999999995,4,333.62,2,697.78,9,288.59,3,159.57,1,32.25,2,116.99,5,20.37,2,3.33,1,5628.4900000000025,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,11,2,5628.4900000000025,439.7,3,93.76,1,196.16,3,362.99,5,1887.16,10,134.14,4,62.82,1,151.96,7,110.45,1,117.95,2,455.09,7,1409.8299999999995,8,206.48,8,0.0,0,10476.180000000002,1988-03-09,F,"Psychologist, counselling"
2703186189652095,2020,12,1,10476.180000000002,1805.79,13,266.75,5,0.0,0,613.9300000000002,8,1769.42,9,567.02,7,635.44,8,331.7800000000001,7,540.1899999999998,4,84.95,5,396.94,10,1582.62,15,1869.91,16,11.44,2,10247.94,1988-03-09,F,"Psychologist, counselling"
630423337322,2019,1,1,4759.8899999999985,223.44,3,80.86,4,425.62,7,115.15,2,388.24,4,43.06,3,535.36,9,341.57,8,674.71,4,239.22000000000003,5,170.70999999999995,4,1456.19,5,65.76,11,0.0,0,2920.279999999999,1978-06-21,F,Special educational needs teacher
630423337322,2019,1,2,2920.279999999999,126.8,3,267.8,6,721.83,12,197.51,5,687.05,7,178.19,4,230.75,6,205.14,5,110.01,4,9.06,2,94.8,3,1.14,1,67.09,9,23.11000000000001,3,3275.09,1978-06-21,F,Special educational needs teacher
630423337322,2019,2,1,3275.09,333.44,3,174.75,4,594.0400000000002,10,67.55,2,677.7900000000002,6,192.61,4,322.61,8,182.75,3,337.98,1,206.72000000000003,5,86.21,3,43.23,8,52.25999999999999,9,3.15,1,2918.67,1978-06-21,F,Special educational needs teacher
630423337322,2019,2,2,2918.67,163.64999999999995,2,65.58,1,836.7300000000001,14,0.0,0,388.94,4,271.63,8,512.0,8,13.16,1,17.48,1,7.68,2,30.49,2,180.03,5,405.06,6,26.24,4,4480.699999999999,1978-06-21,F,Special educational needs teacher
630423337322,2019,3,1,4480.699999999999,108.99,3,0.0,0,456.01000000000016,7,205.45,4,656.56,6,27.96,1,210.51,7,254.04,7,1401.21,7,716.8699999999999,4,68.88,2,34.46,7,333.98,13,5.78,1,4595.38,1978-06-21,F,Special educational needs teacher
630423337322,2019,3,2,4595.38,139.95000000000002,4,5.72,1,710.38,13,0.0,0,942.44,9,500.81,8,752.0000000000001,12,391.17,10,15.03,3,418.13,6,677.79,12,24.820000000000004,6,14.31,3,2.83,1,3578.3500000000013,1978-06-21,F,Special educational needs teacher
630423337322,2019,4,1,3578.3500000000013,28.87,4,135.4,4,1034.37,16,317.56,6,630.3299999999998,7,292.13,4,132.5,5,187.41,3,132.62,4,169.71000000000004,5,176.88000000000005,5,39.32,7,66.64,9,234.61,2,3803.33,1978-06-21,F,Special educational needs teacher
630423337322,2019,4,2,3803.33,493.84,4,60.5,6,540.25,9,213.64,4,812.64,9,150.82,6,298.76,8,128.31,5,70.51,3,105.02,5,419.93,6,9.99,3,490.2300000000001,14,8.89,1,4055.58,1978-06-21,F,Special educational needs teacher
630423337322,2019,5,1,4055.58,176.54000000000005,5,19.11,4,670.85,10,0.0,0,481.64,5,307.56,7,467.52,7,163.97,4,66.28,5,255.5,8,201.3,6,29.45000000000001,5,1193.8400000000004,14,22.020000000000003,3,4847.850000000001,1978-06-21,F,Special educational needs teacher
630423337322,2019,5,2,4847.850000000001,144.34,6,202.9,7,1317.29,21,109.14,2,783.74,8,103.52,2,279.06,5,374.57000000000005,5,602.67,5,233.36,8,175.79,5,38.82,8,465.1,12,17.55,3,8389.550000000001,1978-06-21,F,Special educational needs teacher
630423337322,2019,6,1,8389.550000000001,221.53,5,65.63000000000001,5,715.1899999999997,13,333.72,6,578.2,6,415.35,5,784.28,11,657.7900000000002,8,1087.55,11,2148.29,6,421.51,6,700.96,8,222.33,14,37.22,2,5413.199999999997,1978-06-21,F,Special educational needs teacher
630423337322,2019,6,2,5413.199999999997,523.45,8,27.35,4,713.1500000000003,12,114.98,2,882.1400000000001,8,182.32,5,81.24000000000002,5,359.74000000000007,8,187.77,2,54.91,9,383.72,8,67.53,8,1824.86,9,10.04,2,12060.609999999993,1978-06-21,F,Special educational needs teacher
630423337322,2019,7,1,12060.609999999993,91.6,3,18.07,4,1225.4399999999996,22,325.52,7,511.30000000000007,5,579.3199999999998,8,396.93,8,219.2,9,356.08,3,948.25,4,706.6,10,6156.620000000003,9,136.42,7,389.26,2,6963.600000000001,1978-06-21,F,Special educational needs teacher
630423337322,2019,7,2,6963.600000000001,318.82,4,265.15,5,543.0500000000002,9,130.06,4,1427.6799999999994,15,327.31,7,626.9899999999999,17,608.66,11,178.53,4,1811.67,11,236.79,10,22.0,6,442.82,11,24.07,3,4196.47,1978-06-21,F,Special educational needs teacher
630423337322,2019,8,1,4196.47,152.34,5,252.06,5,875.3000000000003,13,71.44999999999997,2,919.82,9,784.2199999999997,12,288.95,5,339.6,9,123.09,4,41.3,8,215.02,6,31.85,6,88.71000000000002,7,12.76,2,7735.890000000002,1978-06-21,F,Special educational needs teacher
630423337322,2019,8,2,7735.890000000002,456.22,6,102.44,4,603.4399999999998,11,230.14,5,859.02,8,386.5,8,268.64,8,772.5500000000003,14,1096.02,5,1498.95,8,537.88,13,863.2600000000001,7,53.35,11,7.48,2,3249.7099999999987,1978-06-21,F,Special educational needs teacher
630423337322,2019,9,1,3249.7099999999987,140.79999999999995,6,320.44,7,544.1500000000002,10,91.82,2,514.62,5,102.74,3,561.1800000000002,9,208.39,7,8.35,2,26.51,5,353.08000000000015,8,42.53000000000001,7,322.4,7,12.7,2,3779.08,1978-06-21,F,Special educational needs teacher
630423337322,2019,9,2,3779.08,172.79,3,382.87,10,481.56,8,191.07,3,568.3,6,309.0,8,592.49,11,306.13,11,43.24,5,59.38,5,318.43,9,149.34,4,202.83,6,1.65,1,2695.140000000001,1978-06-21,F,Special educational needs teacher
630423337322,2019,10,1,2695.140000000001,193.69000000000003,4,30.54,4,722.77,12,80.48,3,182.37,2,191.62,5,378.02,8,276.26,10,28.58,3,357.74,10,159.42,6,46.53,9,38.34,2,8.780000000000001,2,3965.89,1978-06-21,F,Special educational needs teacher
630423337322,2019,10,2,3965.89,97.05,4,83.10999999999999,5,976.2,16,95.34,1,660.16,7,247.15,4,298.2100000000001,4,629.4200000000002,9,254.74,3,281.5100000000001,6,187.38,4,31.11000000000001,5,106.0,6,18.51,3,3419.6699999999987,1978-06-21,F,Special educational needs teacher
630423337322,2019,11,1,3419.6699999999987,43.23,2,400.11000000000007,10,610.81,9,87.81,3,454.49,5,267.48,4,94.84,4,151.17,4,287.34,1,318.24999999999994,4,206.3,6,437.92,7,59.92,9,0.0,0,3086.220000000001,1978-06-21,F,Special educational needs teacher
630423337322,2019,11,2,3086.220000000001,170.45,3,166.99,6,1081.11,17,347.97,5,452.74,4,73.39,3,179.38,7,184.39,5,45.39,3,40.33,6,258.54,5,37.75,6,36.15,6,11.64,2,6708.399999999998,1978-06-21,F,Special educational needs teacher
630423337322,2019,12,1,6708.399999999998,410.95000000000016,11,37.16,5,1354.7499999999998,24,285.86,5,1126.36,12,382.68,8,613.6899999999998,18,332.66,11,200.78,12,701.0,9,1072.3,18,118.73,11,65.08,10,6.4,1,9446.88,1978-06-21,F,Special educational needs teacher
630423337322,2019,12,2,9446.88,439.78,6,563.9100000000002,15,1858.4999999999993,31,182.5,4,887.6,9,394.4,7,812.1300000000001,18,1069.57,27,344.42,11,511.08,10,746.1400000000001,14,170.35,13,1439.03,16,27.47,4,2394.34,1978-06-21,F,Special educational needs teacher
630423337322,2020,1,1,2394.34,379.08,8,66.33,5,58.61,1,117.2,2,546.02,6,188.33,5,51.64,1,138.72,2,30.53,1,39.52,3,307.53,7,43.34,3,419.54,3,7.95,1,3183.0800000000013,1978-06-21,F,Special educational needs teacher
630423337322,2020,1,2,3183.0800000000013,189.26,4,8.95,2,474.87,7,0.0,0,724.33,8,98.43,4,337.1500000000001,8,230.78000000000003,6,16.4,4,716.63,3,240.22,5,37.02,1,104.0,9,5.04,1,2233.109999999999,1978-06-21,F,Special educational needs teacher
630423337322,2020,2,1,2233.109999999999,112.4,1,148.38,5,324.47,7,0.0,0,663.73,6,195.38,4,183.75,6,131.84,3,153.1,6,20.380000000000006,4,214.69,5,24.94,4,60.04999999999999,9,0.0,0,4318.520000000002,1978-06-21,F,Special educational needs teacher
630423337322,2020,2,2,4318.520000000002,347.97,6,113.61,6,403.26000000000016,7,111.13,3,867.9799999999997,8,233.21,5,171.62,5,117.87,5,1540.1,3,20.39,3,151.95,6,57.51,3,173.55,8,8.37,1,3790.28,1978-06-21,F,Special educational needs teacher
630423337322,2020,3,1,3790.28,366.3,5,128.71,5,474.7,9,86.44,2,560.1700000000002,6,316.64,2,627.0799999999998,13,344.23,11,206.13,4,184.74,4,204.59,5,32.2,6,254.16000000000003,13,4.19,1,4943.309999999999,1978-06-21,F,Special educational needs teacher
630423337322,2020,3,2,4943.309999999999,429.22,8,126.68,5,823.4,14,0.0,0,992.94,10,249.53000000000003,6,470.43,11,407.69000000000005,5,151.81,4,388.4,2,199.89,4,22.56,5,677.98,10,2.78,1,2506.9900000000016,1978-06-21,F,Special educational needs teacher
630423337322,2020,4,1,2506.9900000000016,209.68,4,5.869999999999999,2,231.94,4,0.0,0,642.72,6,217.53,2,215.24,6,200.92,6,30.93,2,19.01,3,165.05,3,129.39,8,429.9199999999999,10,8.79,1,3447.389999999999,1978-06-21,F,Special educational needs teacher
630423337322,2020,4,2,3447.389999999999,87.02999999999999,3,155.37999999999997,7,593.4999999999999,10,49.18,2,887.6099999999999,10,333.2000000000001,5,25.22,2,585.11,9,7.1,1,225.08,5,402.98999999999984,7,19.6,5,76.39,7,0.0,0,5120.29,1978-06-21,F,Special educational needs teacher
630423337322,2020,5,1,5120.29,294.39,7,183.82,7,467.6,7,23.76,1,882.3,9,111.25,3,460.24,8,386.57,7,39.95,3,484.16,4,282.16,10,392.73,8,1103.2499999999998,6,8.11,2,5061.4299999999985,1978-06-21,F,Special educational needs teacher
630423337322,2020,5,2,5061.4299999999985,18.53,1,351.67,7,870.53,15,270.54,5,714.62,7,107.89,4,304.47,6,528.92,10,189.58,4,775.34,9,460.35,5,60.62999999999999,6,389.97000000000014,5,18.39,3,4558.940000000001,1978-06-21,F,Special educational needs teacher
630423337322,2020,6,1,4558.940000000001,288.16,6,111.38,6,621.4499999999998,11,164.3,4,689.21,7,243.19,6,944.68,10,293.8,11,107.72,7,46.96,3,375.0199999999999,9,405.08,4,267.99,10,0.0,0,5334.98,1978-06-21,F,Special educational needs teacher
630423337322,2020,6,2,5334.98,125.95,7,60.12,5,720.6899999999997,13,280.84,4,541.47,6,349.25,7,370.91,7,396.96,6,633.8,8,308.12,14,200.78,4,54.42,10,1276.6,10,15.07,2,5999.4699999999975,1978-06-21,F,Special educational needs teacher
630423337322,2020,7,1,5999.4699999999975,199.14,6,120.75,5,762.03,13,0.0,0,1001.16,10,105.81,3,306.45,7,306.01,9,35.46,4,1818.91,5,295.49,7,986.04,6,42.18000000000001,9,20.04,3,15574.44,1978-06-21,F,Special educational needs teacher
630423337322,2020,7,2,15574.44,573.26,11,306.63,4,1104.35,18,178.62,6,864.5400000000003,9,337.51,7,973.79,13,326.74,7,318.22,5,291.36,7,730.5799999999997,9,1887.8200000000006,10,7664.7,7,16.32,2,4594.280000000002,1978-06-21,F,Special educational needs teacher
630423337322,2020,8,1,4594.280000000002,266.94,6,40.22,5,1092.7099999999996,17,71.2,2,991.55,10,79.81,2,347.96000000000015,11,133.42999999999998,5,230.95,7,386.53,6,386.85,8,53.6,9,490.2,8,22.33,4,5624.230000000002,1978-06-21,F,Special educational needs teacher
630423337322,2020,8,2,5624.230000000002,127.29,2,11.45,3,1299.01,21,61.47,1,911.63,10,263.48,6,294.9000000000001,11,263.6,7,680.7099999999998,8,631.2100000000003,9,745.55,13,194.97,9,28.02,8,110.94,4,4562.049999999998,1978-06-21,F,Special educational needs teacher
630423337322,2020,9,1,4562.049999999998,460.68,7,88.28999999999998,5,411.45000000000016,7,300.14,4,1337.27,14,263.83,8,609.52,7,546.9599999999998,9,179.45000000000005,7,41.38,6,84.82,6,35.11,7,198.21,9,4.94,2,4140.080000000001,1978-06-21,F,Special educational needs teacher
630423337322,2020,9,2,4140.080000000001,120.33,5,63.57,3,708.3,11,186.22,3,641.11,6,53.62,1,614.5600000000002,14,167.78,3,140.64,1,121.15,7,264.51,6,85.89,4,190.92,5,781.48,1,3838.77,1978-06-21,F,Special educational needs teacher
630423337322,2020,10,1,3838.77,348.92,5,26.56,2,593.33,10,331.66,5,854.9,9,152.02999999999997,3,359.27,8,431.24,14,95.26,5,4.42,1,484.16,8,70.74,8,80.42000000000002,9,5.86,1,5113.35,1978-06-21,F,Special educational needs teacher
630423337322,2020,10,2,5113.35,464.29,8,111.85,7,737.22,12,170.54,4,617.3699999999999,6,600.0699999999998,9,537.93,8,372.77,11,239.76,6,584.2400000000001,6,166.32,7,18.81,3,489.72,13,2.46,1,3668.1900000000014,1978-06-21,F,Special educational needs teacher
630423337322,2020,11,1,3668.1900000000014,307.81,6,270.3,6,883.3500000000001,15,42.98,1,739.48,7,118.46,2,286.63,9,320.92999999999995,5,20.76,3,154.15,9,71.42,2,421.46,6,25.49,5,4.97,1,5079.880000000001,1978-06-21,F,Special educational needs teacher
630423337322,2020,11,2,5079.880000000001,574.53,7,212.78,7,477.80000000000007,8,74.77,2,1328.68,13,142.21,1,464.43000000000006,8,625.56,10,72.58,6,97.86,9,377.89,8,190.01,8,435.55,7,5.23,1,4582.809999999999,1978-06-21,F,Special educational needs teacher
630423337322,2020,12,1,4582.809999999999,456.14,12,177.39,8,1203.16,19,85.59,2,660.77,7,234.63,10,625.18,21,544.39,12,36.1,6,191.95,11,226.04,10,53.46,14,83.97999999999998,11,4.03,1,12134.780000000004,1978-06-21,F,Special educational needs teacher
